"Date","RegionName","State","Metro","County","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","ZhviRecordCnt","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI"
2014-03-31,"New York","NY","New York","Queens",0,516600,0.00603700097370983,0.0219584569732938,0.095187619249523,0.0174042292705037,,507533,"2014-03","2014-Q1",516600,0,"2014-03"
2014-03-31,"Los Angeles","CA","Los Angeles","Los Angeles",1,497400,0.00606796116504854,0.0224049331963001,0.162692847124825,0.030317944469207,0.0189414855287484,576087,"2006-08","2006-Q3",602100,-0.173891380169407,"2005-01"
2014-03-31,"Chicago","IL","Chicago","Cook",2,186600,0.00161030595813205,0.0230263157894737,0.135036496350365,-0.0315136481468137,-0.00882704972621795,539432,"2006-12","2006-Q4",245100,-0.238678090575275,"2003-04"
2014-03-31,"Houston","TX","Houston","Harris",3,135900,0.00443458980044346,0.0029520295202952,0.0692368214004721,0.0328858420885092,0.0241971615598211,473556,"2013-10","2013-Q4",138500,-0.0187725631768953,"2013-10"
2014-03-31,"Philadelphia","PA","Philadelphia","Philadelphia",4,106800,0.00187617260787992,0.00470366886171214,0.0229885057471264,-0.0190818143140637,0.0340648823809593,463521,"2007-09","2007-Q3",122700,-0.12958435207824,"2005-11"
2014-03-31,"Phoenix","AZ","Phoenix","Maricopa",5,160300,-0.00681536555142503,-0.0195718654434251,0.108575380359613,-0.00839330606848143,0.0107109111339381,397807,"2006-06","2006-Q2",246300,-0.349167681688997,"2004-11"
2014-03-31,"Las Vegas","NV","Las Vegas","Clark",6,165600,0.00485436893203883,0.018450184501845,0.227575982209044,-0.00950542140336308,-0.018697209855929,418558,"2006-07","2006-Q3",299700,-0.447447447447447,"2003-07"
2014-03-31,"San Antonio","TX","San Antonio","Bexar",7,127300,0.00871632329635499,0.0127287191726333,0.0358014646053702,0.00413565890734446,0.027981094638599,288709,"2012-02","2012-Q1",136900,-0.0701241782322863,"2011-08"
2014-03-31,"San Diego","CA","San Diego","San Diego",8,479600,0.000625912789484665,0.00756302521008403,0.122659176029963,0.043569778398949,0.00587788201987394,309768,"2005-10","2005-Q4",536100,-0.10539078530125,"2004-06"
2014-03-31,"Dallas","TX","Dallas-Fort Worth","Dallas",9,110200,0.00823421774931381,0.0337711069418387,0.137254901960784,0.00704294969331021,0.00436810686809253,265324,"2007-03","2007-Q1",121200,-0.0907590759075908,"2004-07"
2014-03-31,"San Jose","CA","San Jose","Santa Clara",10,671800,0.00433547615488115,0.0135787567893784,0.162082684656634,0.046983285569111,0.0266371304505351,209332,"2007-03","2007-Q1",694100,-0.0321279354559862,"2005-09"
2014-03-31,"Jacksonville","FL","Jacksonville","Duval",11,116300,0.00605536332179931,0.0292035398230088,0.158366533864542,-0.0406258415643233,-0.00686984863903861,260241,"2006-11","2006-Q4",179300,-0.351366424986057,"2003-08"
2014-03-31,"San Francisco","CA","San Francisco","San Francisco",12,909300,0.0101088646967341,0.0281546811397558,0.150866978863435,0.0506083488078866,0.0344748130497357,140220,"2014-03","2014-Q1",909300,0,"2014-03"
2014-03-31,"Columbus","OH","Columbus","Franklin",13,98300,0.00203873598369011,0.00306122448979592,0.0402116402116402,-0.0238323877399735,-0.0152252830375708,218500,"2006-04","2006-Q2",120800,-0.186258278145695,"2000-12"
2014-03-31,"Detroit","MI","Detroit","Wayne",14,41000,0.00244498777506112,0.0173697270471464,0.0432569974554707,-0.0736355571471969,-0.0599738827695334,322305,"1996-05","1996-Q2",93700,-0.562433297758805,
2014-03-31,"Charlotte","NC","Charlotte","Mecklenburg",15,146100,0.00343406593406593,0.0159944367176634,0.0750551876379691,-0.00905729219970497,0.00572006078900422,220315,"2007-11","2007-Q4",161200,-0.0936724565756824,"2006-01"
2014-03-31,"Memphis","TN","Memphis","Shelby",16,66400,-0.00150375939849624,0.00302114803625378,0.0246913580246914,-0.0291872513168789,-0.0187054855196904,189801,"2007-03","2007-Q1",89100,-0.254769921436588,"1998-07"
2014-03-31,"El Paso","TX","El Paso","El Paso",17,114500,0.000874125874125874,0.00881057268722467,0.045662100456621,-0.00600386463338598,0.0315834181196253,155903,"2007-09","2007-Q3",120800,-0.0521523178807947,"2006-11"
2014-03-31,"Baltimore","MD","Baltimore","Baltimore City",18,104100,0.00774443368828654,0.0225933202357564,0.0923399790136411,-0.0374660938444965,0.0349978241053486,211326,"2007-11","2007-Q4",130900,-0.204736440030558,"2005-12"
2014-03-31,"Boston","MA","Boston","Suffolk",19,419500,0.00358851674641148,0.0123069498069498,0.0836993025058125,0.0504409028452451,0.0188325093934234,84281,"2014-03","2014-Q1",419500,0,"2014-03"
2014-03-31,"Seattle","WA","Seattle","King",20,441500,0.00386539336061846,0.011454753722795,0.0799902152641879,0.0192771999022898,0.0324514411719634,177844,"2007-08","2007-Q3",466100,-0.0527783737395409,"2006-09"
2014-03-31,"Washington","DC","Washington","District of Columbia",21,454900,0.00463780918727915,0.0208707360861759,0.143827005280362,0.0490165093969746,0.0468453173071468,137931,"2014-03","2014-Q1",454900,0,"2014-03"
2014-03-31,"Denver","CO","Denver","Denver",22,256100,0.00313356835095966,0.0102564102564103,0.0805907172995781,0.0390102724637629,0.0191740618613443,185940,"2014-03","2014-Q1",256100,0,"2014-03"
2014-03-31,"Nashville","TN","Nashville","Davidson",23,154100,0.00195058517555267,0.00653167864141084,0.0679140679140679,0.00340902101524976,0.0180168634214093,165880,"2007-07","2007-Q3",156100,-0.0128122998078155,"2007-02"
2014-03-31,"Milwaukee","WI","Milwaukee","Milwaukee",24,91800,-0.00433839479392625,-0.0129032258064516,0.00547645125958379,-0.055449018913132,-0.0196921827158871,103578,"2006-05","2006-Q2",137400,-0.331877729257642,"2002-04"
2014-03-31,"Portland","OR","Portland","Multnomah",25,296300,0.00577053632043449,0.0196145905024088,0.122773777946192,0.0168131637511812,0.0406096704566952,178554,"2014-03","2014-Q1",296300,0,"2014-03"
2014-03-31,"Oklahoma City","OK","Oklahoma City","Oklahoma",26,116200,0.00172413793103448,0.0104347826086957,0.0347284060552093,0.0136202087083361,0.0248592481912151,176580,"2014-03","2014-Q1",116200,0,"2014-03"
2014-03-31,"Albuquerque","NM","Albuquerque","Bernalillo",27,182300,0.00219901044529962,0.00164835164835165,0.0207166853303471,-0.0125673379238145,0.0280822535727014,163070,"2007-08","2007-Q3",195300,-0.0665642601126472,"2006-06"
2014-03-31,"Tucson","AZ","Tucson","Pima",28,129700,-0.000770416024653313,0.00620636152055857,0.0899159663865546,-0.0343887910611407,0.00116393152673377,132024,"2006-05","2006-Q2",196000,-0.338265306122449,"2004-05"
2014-03-31,"Omaha","NE","Omaha","Douglas",29,125500,0,-0.000796178343949045,0.0104669887278583,-0.00205893416738645,-0.0000796463742850362,300814,"2006-09","2006-Q3",133300,-0.0585146286571643,"2004-03"
2014-03-31,"Fresno","CA","Fresno","Fresno",30,161600,0.00435052827843381,0.012531328320802,0.165104542177361,-0.00750145219360498,-0.0108351917208467,119004,"2006-05","2006-Q2",288200,-0.439278278972935,"2003-10"
2014-03-31,"Mesa","AZ","Phoenix","Maricopa",31,172500,-0.00404157043879908,-0.0154109589041096,0.0952380952380952,0.00662231234217092,0.0175180211737909,132745,"2006-03","2006-Q1",248600,-0.306114239742558,"2005-02"
2014-03-31,"Long Beach","CA","Los Angeles","Los Angeles",32,465700,0.00344753285929757,0.0159249563699825,0.157593835446184,0.0302652761897599,0.0182900999548585,78086,"2006-07","2006-Q3",566700,-0.178224810305276,"2004-12"
2014-03-31,"Sacramento","CA","Sacramento","Sacramento",33,237300,0.00338266384778013,0.00892857142857143,0.212570260602964,0.0141507662271727,-0.0129363260189524,99333,"2005-12","2005-Q4",363800,-0.347718526663002,"2003-07"
2014-03-31,"Virginia Beach","VA","Virginia Beach","Virginia Beach City",34,238700,0.00294117647058824,0.00844951415293621,0.0253436426116838,-0.010550027676967,0.0298349985921844,140708,"2007-04","2007-Q2",276200,-0.135771180304127,"2005-05"
2014-03-31,"Colorado Springs","CO","Colorado Springs","El Paso",35,195300,0.00153846153846154,0.00670103092783505,0.0449438202247191,0.0105675875890279,0.00926179215375034,128129,"2007-07","2007-Q3",204000,-0.0426470588235294,"2006-01"
2014-03-31,"Atlanta","GA","Atlanta","Fulton",36,146000,0.00759144237405107,0.0224089635854342,0.149606299212598,-0.0185145479951526,-0.0160261490635422,127913,"2006-04","2006-Q2",196800,-0.258130081300813,"2000-04"
2014-03-31,"Miami","FL","Miami-Fort Lauderdale","Miami-Dade",37,269400,0.0143072289156627,0.0421663442940039,0.231261425959781,0.0276990281225857,0.0228122318917261,87992,"2007-03","2007-Q1",373400,-0.278521692554901,"2005-02"
2014-03-31,"Tulsa","OK","Tulsa","Tulsa",38,98300,-0.00101626016260163,-0.00101626016260163,0.0207684319833853,0.0109292613244514,0.013339651305911,132547,"2014-02","2014-Q1",98400,-0.00101626016260163,"2014-02"
2014-03-31,"Cleveland","OH","Cleveland","Cuyahoga",39,52200,0.00384615384615385,0.00384615384615385,-0.0224719101123596,-0.0458309761950785,-0.0403465508843313,87608,"2006-02","2006-Q1",84400,-0.381516587677725,
2014-03-31,"Honolulu","HI","Honolulu","Honolulu",40,587600,0.00290151903055129,0.0145027624309392,0.0658443678577907,0.0247053098868124,0.0437575791124305,126566,"2014-03","2014-Q1",587600,0,"2014-03"
2014-03-31,"Oakland","CA","San Francisco","Alameda",41,443100,0.00544588155207624,0.0212030421756165,0.235294117647059,0.029904067346807,0.00915603655828479,78723,"2006-05","2006-Q2",542300,-0.182924580490503,"2004-09"
2014-03-31,"Minneapolis","MN","Minneapolis-St Paul","Hennepin",42,187800,-0.00476947535771065,-0.00792393026941363,0.0598194130925508,0.00139023101447533,-0.00562597288436517,99463,"2006-04","2006-Q2",223600,-0.160107334525939,"2003-06"
2014-03-31,"Raleigh","NC","Raleigh","Wake",43,184300,-0.000542299349240781,0.00326619488296135,0.0471590909090909,0.00108873420728739,0.0162258527781569,114930,"2008-08","2008-Q3",187000,-0.0144385026737968,"2007-07"
2014-03-31,"Wichita","KS","Wichita","Sedgwick",44,108200,0.00278035217794254,0.011214953271028,,,,110121,"2009-04","2009-Q2",120000,-0.0983333333333333,"2009-01"
2014-03-31,"Arlington","TX","Dallas-Fort Worth","Tarrant",45,125200,0.00240192153722978,0.0129449838187702,0.0503355704697987,0.000961232150316738,0.0020190462293197,86774,"2007-03","2007-Q1",134000,-0.0656716417910448,"2004-07"
2014-03-31,"Bakersfield","CA","Bakersfield","Kern",46,187600,0.0048205677557579,0.0256971022416621,0.201024327784891,0.0231690122774704,0.00883691976309287,88069,"2006-04","2006-Q2",314600,-0.40368722186904,"2004-06"
2014-03-31,"Tampa","FL","Tampa","Hillsborough",47,131300,0.00690184049079755,0.02578125,0.185018050541516,-0.0086078991029277,0.00231402419956117,107916,"2006-10","2006-Q4",210700,-0.376839107736118,"2004-05"
2014-03-31,"Anaheim","CA","Los Angeles","Orange",48,462100,0.00347448425624321,0.0218929677134011,0.171059300557527,0.0344559540683498,0.00916676476388201,55003,"2006-06","2006-Q2",608300,-0.240341936544468,"2004-07"
2014-03-31,"Aurora","CO","Denver","Arapahoe",49,174100,0.00172612197928654,0.00172612197928654,0.0727048675292668,0.0321813133912898,-0.00680325788890868,97069,"2005-02","2005-Q1",188200,-0.0749202975557917,"2001-04"
2014-03-31,"Santa Ana","CA","Los Angeles","Orange",50,391900,0.00102171136653895,0.0116159008776458,0.143565800992121,0.0426110390428378,0.00203849016355995,41570,"2007-01","2007-Q1",611400,-0.359012103369316,"2004-04"
2014-03-31,"Saint Louis","MO","St. Louis","Saint Louis City",51,98700,0.00406917599186165,0.00406917599186165,0.0154320987654321,-0.0258340939009822,-0.00776332966585425,82672,"2007-04","2007-Q2",127300,-0.224666142969364,"2003-07"
2014-03-31,"Marietta","GA","Atlanta","Cobb",52,200600,0.00804020100502513,0.0198271479410269,0.119419642857143,0.00281524665285215,0.00549657682168903,90765,"2007-08","2007-Q3",217700,-0.0785484611851171,"2005-05"
2014-03-31,"Pittsburgh","PA","Pittsburgh","Allegheny",53,86100,0.00116279069767442,0.0201421800947867,0.109536082474227,0.032150821290873,0.0309151991174343,89159,"2014-03","2014-Q1",86100,0,"2014-03"
2014-03-31,"Corpus Christi","TX","Corpus Christi","Nueces",54,130400,-0.0076103500761035,-0.0121212121212121,0.11931330472103,,,79201,"2014-01","2014-Q1",132100,-0.0128690386071158,"2013-11"
2014-03-31,"Riverside","CA","Riverside","Riverside",55,276100,0.00913742690058479,0.0309932785660941,0.224390243902439,0.0205493054956727,0.00212532186696057,63105,"2006-08","2006-Q3",417200,-0.338207094918504,"2004-04"
2014-03-31,"Cincinnati","OH","Cincinnati","Hamilton",56,94800,0.00423728813559322,0.0106609808102345,0.0383351588170865,-0.00963096925338558,-0.0138608881839588,64088,"2006-04","2006-Q2",115600,-0.179930795847751,"2001-02"
2014-03-31,"Anchorage","AK","Anchorage","Anchorage",57,283000,0.00247963159759122,0.0238784370477569,0.0431256911168448,-0.00860713254703582,0.0241595916814028,69372,"2008-12","2008-Q4",304800,-0.0715223097112861,"2006-04"
2014-03-31,"Saint Paul","MN","Minneapolis-St Paul","Ramsey",58,158400,0.00380228136882129,0.0114942528735632,0.113141250878426,0.0206664229893689,-0.0141708333836488,64969,"2006-05","2006-Q2",205300,-0.228446176327326,"2002-07"
2014-03-31,"Silver Spring","MD","Washington","Montgomery",59,357000,0.00140252454417952,0.0139165009940358,0.0704647676161919,0.00744641254303624,0.0102150859369348,76225,"2006-06","2006-Q2",444000,-0.195945945945946,"2004-09"
2014-03-31,"Toledo","OH","Toledo","Lucas",60,54800,0.00366300366300366,0.00735294117647059,0.00920810313075507,-0.0531316231099248,-0.0395015450182387,89669,"2006-04","2006-Q2",85200,-0.356807511737089,"1997-03"
2014-03-31,"Tallahassee","FL","Tallahassee","Leon",61,149500,0.00201072386058981,0.00470430107526882,0.0447239692522711,-0.0261736215045253,0.0052310150993764,73142,"2006-07","2006-Q3",193600,-0.227789256198347,"2004-08"
2014-03-31,"Stockton","CA","Stockton","San Joaquin",62,172600,0.0052417006406523,0.016489988221437,0.238163558106169,0.0168059026165295,-0.0338285889765698,67774,"2006-01","2006-Q1",379700,-0.545430603107717,"2001-09"
2014-03-31,"Newark","NJ","New York","Essex",63,199700,0.00604534005037783,0.0719269994632313,0.101489244346387,-0.0521327644096234,0.000502135114049285,31526,"2007-04","2007-Q2",314600,-0.365225683407502,"2004-04"
2014-03-31,"Lexington","KY","Lexington","Fayette",64,141600,0.00212314225053079,0.00854700854700855,0.028322440087146,0.00899477620340283,0.00951956226860728,79022,"2014-03","2014-Q1",141600,0,"2014-03"
2014-03-31,"Modesto","CA","Modesto","Stanislaus",65,185800,0.0108813928182807,0.0362520914668154,0.294773519163763,0.0293236066245326,-0.023797706304246,64090,"2006-03","2006-Q1",353500,-0.474398868458274,"2002-11"
2014-03-31,"Durham","NC","Durham","Durham",66,154900,-0.000645161290322581,-0.00385852090032154,0.0104370515329419,-0.00408124833505608,0.00579715887547883,72051,"2008-07","2008-Q3",161100,-0.0384854127870888,"2006-02"
2014-03-31,"Plano","TX","Dallas-Fort Worth","Collin",67,218200,0.00229673863114378,0.016301816488123,0.0628348757915246,0.016557005883314,0.0169729066278623,69342,"2014-03","2014-Q1",218200,0,"2014-03"
2014-03-31,"Chandler","AZ","Phoenix","Maricopa",68,235500,-0.00296359017781541,-0.0109197816043679,0.0832566697332107,0.0178140250872303,0.026331141554321,84505,"2006-02","2006-Q1",317100,-0.257332071901608,"2005-03"
2014-03-31,"Pensacola","FL","Pensacola","Escambia",69,104200,-0.000958772770853308,-0.00191570881226054,0.0440881763527054,-0.0275166371765386,0.00646184524359472,86225,"2006-04","2006-Q2",143000,-0.271328671328671,"2004-08"
2014-03-31,"Henderson","NV","Las Vegas","Clark",70,218300,0.00645458736745044,0.0215255030416472,0.227093872962338,-0.000366065806921334,-0.0156120629050001,91185,"2006-04","2006-Q2",358500,-0.391073919107392,"2003-11"
2014-03-31,"Saint Petersburg","FL","Tampa","Pinellas",71,127600,0.00789889415481832,0.0282030620467365,0.195876288659794,-0.00356653530325513,0,92159,"2006-05","2006-Q2",193000,-0.338860103626943,"2004-03"
2014-03-31,"Mobile","AL","Mobile","Mobile",72,92600,-0.00107874865156419,-0.00962566844919786,-0.0232067510548523,-0.0486092837837638,0.00510823549028605,79989,"2008-01","2008-Q1",123800,-0.252019386106624,"2004-10"
2014-03-31,"Orlando","FL","Orlando","Orange",73,128200,0.00706991358994501,0.0330378726833199,0.189239332096475,-0.02419300287183,-0.00515499059113111,71956,"2006-07","2006-Q3",235800,-0.456318914334182,"2003-10"
2014-03-31,"Lubbock","TX","Lubbock","Lubbock",74,110000,0.00548446069469835,0.0185185185185185,0.0456273764258555,,,68583,"2004-12","2004-Q4",110100,-0.000908265213442325,"2004-12"
2014-03-31,"Jersey City","NJ","New York","Hudson",75,279500,-0.0014290818149339,-0.00214209210996073,0.0472086923941551,-0.0267616189634178,0.0143013579680116,38165,"2007-05","2007-Q2",371500,-0.24764468371467,"2004-11"
2014-03-31,"Glendale","AZ","Phoenix","Maricopa",76,162100,-0.00613120784794605,-0.00977397678680513,0.144774011299435,-0.0093552844551581,0.00751963322681193,66598,"2006-03","2006-Q1",257300,-0.369996113486203,"2004-10"
2014-03-31,"Greensboro","NC","Greensboro","Guilford",77,105800,0.000946073793755913,0.00189393939393939,0.000946073793755913,-0.0189152220034093,-0.00541192116794986,80794,"2008-03","2008-Q1",121400,-0.128500823723229,"2001-07"
2014-03-31,"Louisville","KY","Louisville/Jefferson County","Jefferson",78,90700,-0.00439077936333699,-0.0141304347826087,0.0179573512906846,0.00813298917548244,0.0081846966852952,79478,"2013-11","2013-Q4",92500,-0.0194594594594595,"2013-08"
2014-03-31,"Corona","CA","Riverside","Riverside",79,421700,0.00572382542332459,0.0188451316743175,0.217027417027417,0.0562186903228705,0.00499584830878685,58967,"2006-03","2006-Q1",572800,-0.263791899441341,"2004-05"
2014-03-31,"Chula Vista","CA","San Diego","San Diego",80,401100,0.00199850112415688,0.0131346299570599,0.153912543153049,0.046279423414628,-0.00773800861159135,53233,"2006-05","2006-Q2",554000,-0.275992779783393,"2003-12"
2014-03-31,"Lincoln","NE","Lincoln","Lancaster",81,133900,0.000747384155455904,0.00752445447705041,0.0323824209714726,0.0111155568626111,0.00844508215394946,74450,"2014-03","2014-Q1",133900,0,"2014-03"
2014-03-31,"Fayetteville","NC","Fayetteville","Cumberland",82,107400,-0.00185873605947955,-0.0046339202965709,-0.0182815356489945,-0.0109877201139689,0.0167081125427679,74467,"2011-03","2011-Q1",116600,-0.0789022298456261,"2007-03"
2014-03-31,"Hialeah","FL","Miami-Fort Lauderdale","Miami-Dade",83,145500,0.0139372822299652,0.0437589670014347,0.143867924528302,-0.0197984390498355,-0.00624081081837424,47885,"2007-03","2007-Q1",273800,-0.468590211833455,"2003-10"
2014-03-31,"Fort Wayne","IN","Fort Wayne","Allen",84,90300,0.00556792873051225,0.0261363636363636,0.0611045828437133,0.00886905598850607,0.000778516931320139,70707,"2007-05","2007-Q2",94100,-0.0403825717321998,"2004-07"
2014-03-31,"Lawrenceville","GA","Atlanta","Gwinnett",85,139900,0.00792507204610951,0.0249084249084249,0.240248226950355,-0.00904181864276965,-0.0152264500764596,65542,"2007-02","2007-Q1",178000,-0.214044943820225,"2000-04"
2014-03-31,"Town of Madison","WI","Madison","Dane",86,191000,0,0.0010482180293501,0.0386079390973355,-0.00270049644071191,0.00656610673109093,68742,"2007-05","2007-Q2",201600,-0.0525793650793651,"2005-03"
2014-03-31,"Fort Myers","FL","Fort Myers","Lee",87,148600,0.00202292650033715,0.0108843537414966,0.100740740740741,0.0101254878371186,-0.00748831206684186,98242,"2006-04","2006-Q2",283900,-0.476576259246213,"2003-08"
2014-03-31,"San Bernardino","CA","Riverside","San Bernardino",88,177300,0.0166284403669725,0.0447849145550972,0.289454545454545,0.0322240213537235,0.00165053078950428,43865,"2006-08","2006-Q3",331600,-0.465319662243667,"2004-04"
2014-03-31,"Garland","TX","Dallas-Fort Worth","Dallas",89,112400,0.00446827524575514,0.0283623055809698,0.103042198233562,0.0106524224649571,-0.00158747460331543,61171,"2007-07","2007-Q3",121900,-0.0779327317473339,"2004-03"
2014-03-31,"Winston-Salem","NC","Winston-Salem","Forsyth",90,113400,0.00353982300884956,0.0062111801242236,0.0234657039711191,-0.0156405875693925,-0.00140009266141949,72185,"2007-10","2007-Q4",125000,-0.0928,"2003-12"
2014-03-31,"Chesapeake","VA","Virginia Beach","Chesapeake City",91,228600,0.00131406044678055,0.00439367311072056,0.0196253345227475,-0.013035142159785,0.0287966361516205,67106,"2006-08","2006-Q3",269200,-0.150817236255572,"2005-05"
2014-03-31,"Birmingham","AL","Birmingham","Jefferson",92,60000,-0.0099009900990099,-0.025974025974026,0.00334448160535117,-0.0306365367660126,-0.00858074308585677,76252,"2007-09","2007-Q3",73700,-0.185888738127544,"2002-03"
2014-03-31,"Fontana","CA","Riverside","San Bernardino",93,276100,0.00950639853747715,0.0325355272999252,0.240898876404494,0.0417818280591971,0.0081003050685573,45673,"2006-06","2006-Q2",423800,-0.348513449740444,"2004-06"
2014-03-31,"Bradenton","FL","Sarasota","Manatee",94,160800,0.000622277535780958,0.0164348925410872,0.182352941176471,0.00250629711102568,-0.00566517795360577,75130,"2006-02","2006-Q1",279300,-0.424274973147154,"2003-10"
2014-03-31,"Knoxville","TN","Knoxville","Knox",95,109900,0.00365296803652968,0.000910746812386157,0.0299906279287723,-0.00868617974615438,0.0173856224922988,67787,"2009-11","2009-Q4",117500,-0.0646808510638298,"2008-12"
2014-03-31,"Laredo","TX","Laredo","Webb",96,118500,0.00679694137638063,0,0.246056782334385,,,48107,"2014-03","2014-Q1",118500,0,"2014-03"
2014-03-31,"North Las Vegas","NV","Las Vegas","Clark",97,152200,0.00661375661375661,0.0221625251846877,0.262023217247098,-0.00312424749488482,-0.0245758947872385,61763,"2006-04","2006-Q2",290900,-0.476796149879684,"2002-10"
2014-03-31,"Reno","NV","Reno","Washoe",98,201700,0.0079960019990005,0.025940996948118,0.231379731379731,-0.00935013874381685,-0.0108723596970677,62136,"2006-03","2006-Q1",336200,-0.400059488399762,"2003-10"
2014-03-31,"Springfield","MO","Springfield","Greene",99,108600,0.0018450184501845,0.0018450184501845,0.0274361400189215,-0.0101788736771798,0.0124086782433006,68897,"2007-05","2007-Q2",117200,-0.0733788395904437,"2005-07"
2014-03-31,"Montgomery","AL","Montgomery","Montgomery",100,80600,-0.00247524752475248,0.0075,0.107142857142857,-0.0112711601079729,-0.000987174771666766,38919,"2010-02","2010-Q1",94700,-0.148891235480465,"2002-10"
2014-03-31,"Scottsdale","AZ","Phoenix","Maricopa",101,371600,-0.00641711229946524,-0.024927840461821,0.00541125541125541,0.0142024206218987,0.0293338380633141,101839,"2006-02","2006-Q1",480200,-0.226155768429821,"2005-03"
2014-03-31,"Santa Rosa","CA","Santa Rosa","Sonoma",102,408100,0.00715695952615992,0.0154267230654392,0.200647249190939,0.0275196938411952,-0.00458685811104154,50919,"2005-12","2005-Q4",564100,-0.276546711575962,"2003-12"
2014-03-31,"Fremont","CA","San Francisco","Alameda",103,701800,0.00386210842511801,0.0173963467671789,0.180289270097545,0.0536188530416248,0.0346302686765485,55649,"2014-03","2014-Q1",701800,0,"2014-03"
2014-03-31,"Irving","TX","Dallas-Fort Worth","Dallas",104,125100,0.00320769847634322,0.019559902200489,0.0793787748058671,0.00953963264058477,-0.00142757576763519,37889,"2007-03","2007-Q1",134700,-0.0712694877505568,"2004-03"
2014-03-31,"Oxnard","CA","Ventura","Ventura",105,370700,0.00351922035733622,0.0122883670125614,0.19311232700354,0.0130678996169287,-0.00747898581420892,36926,"2006-05","2006-Q2",604500,-0.386765922249793,"2003-11"
2014-03-31,"Rochester","NY","Rochester","Monroe",106,60600,0.00497512437810945,0.00831946755407654,-0.00655737704918033,0.00367043571632863,0.00828624481659213,41098,"2013-01","2013-Q1",61400,-0.0130293159609121,"2012-08"
2014-03-31,"Greenville","SC","Greenville","Greenville",107,125300,-0.00159362549800797,-0.00318217979315831,0.0245298446443173,0.00518750490867603,0.0143133760453709,61993,"2014-01","2014-Q1",125700,-0.00318217979315831,"2013-11"
2014-03-31,"Gilbert","AZ","Phoenix","Maricopa",108,251900,-0.00316580925999209,-0.00709499408750493,0.100961538461538,0.0285754869061847,0.026567331280678,69473,"2006-03","2006-Q1",343000,-0.265597667638484,"2005-03"
2014-03-31,"Boca Raton","FL","Miami-Fort Lauderdale","Palm Beach",109,253700,-0.0031434184675835,-0.000787711697518708,0.134615384615385,0.0183073692986973,0.000474234202482826,93315,"2006-03","2006-Q1",398500,-0.3633626097867,"2004-04"
2014-03-31,"Arlington","VA","Washington","Arlington",110,609300,0.000656922318935786,0.0114541832669323,0.0761215118332745,0.0365459441093259,0.0332537674611695,56196,"2014-03","2014-Q1",609300,0,"2014-03"
2014-03-31,"Richmond","VA","Richmond","Richmond City",111,138600,0.000722021660649819,0.0050761421319797,0.0653343581860108,-0.00802807727732691,0.0281521620726264,55525,"2008-03","2008-Q1",153000,-0.0941176470588235,"2006-02"
2014-03-31,"Grand Rapids Township","MI","Grand Rapids","Kent",112,203200,0.000985221674876847,0.00594059405940594,0.0694736842105263,0.018614037437825,0.0000984785149444889,5616,"2005-03","2005-Q1",207900,-0.0226070226070226,"2004-09"
2014-03-31,"Ocala","FL","Ocala","Marion",113,88200,0.00455580865603645,0.0196531791907514,0.103879849812265,-0.0539738943220224,-0.00719027004876627,66559,"2006-07","2006-Q3",173000,-0.490173410404624,"2003-06"
2014-03-31,"Irvine","CA","Los Angeles","Orange",114,762300,0.00210332588405416,0.0058055152394775,0.143735933983496,0.0416192813106573,0.0240253192191,54799,"2006-04","2006-Q2",785900,-0.0300292658098995,"2005-12"
2014-03-31,"Spokane","WA","Spokane","Spokane",115,127700,0.00235478806907378,0.00709779179810726,0.0216,-0.0216928973355134,0.022525153392271,63567,"2007-05","2007-Q2",152200,-0.160972404730618,"2005-10"
2014-03-31,"Des Moines","IA","Des Moines","Polk",116,106800,0.000937207122774133,0.000937207122774133,0.0259365994236311,-0.00768477492041308,0.00530115317818858,61465,"2007-08","2007-Q3",114700,-0.0688753269398431,"2005-04"
2014-03-31,"Oceanside","CA","San Diego","San Diego",117,405800,-0.00976085895558809,0.0124750499001996,0.190029325513196,0.0456653218584409,0.00364521752152558,46677,"2006-04","2006-Q2",504000,-0.19484126984127,"2004-05"
2014-03-31,"Gainesville","FL","Gainesville","Alachua",118,133600,0.00149925037481259,0.00149925037481259,0.0470219435736677,-0.0424980347516995,-0.000671168459553728,48671,"2006-11","2006-Q4",194200,-0.312049433573635,"2004-02"
2014-03-31,"Tacoma","WA","Seattle","Pierce",119,178100,0.00338028169014084,0.0159726183685111,0.110349127182045,-0.0319540364370973,0.0102707693155009,57269,"2007-05","2007-Q2",243000,-0.267078189300412,"2004-11"
2014-03-31,"Akron","OH","Akron","Summit",120,61700,0.00162337662337662,-0.00323101777059774,0.00488599348534202,-0.0276886328320755,-0.0258830964819803,65138,"2005-08","2005-Q3",82300,-0.250303766707169,"1997-09"
2014-03-31,"Augusta","GA","Augusta","Richmond",121,74200,-0.00536193029490617,-0.0119840213049268,-0.0211081794195251,-0.0322158736041676,-0.00687554170737015,56374,"2007-12","2007-Q4",91600,-0.189956331877729,"2002-10"
2014-03-31,"Woodbridge","VA","Washington","Prince William",122,265000,0.00264850548618994,0.00760456273764258,0.0977630488815244,0.0335430246936845,0.00225411053769387,56257,"2006-01","2006-Q1",395100,-0.329283725639079,"2004-05"
