"Date","RegionName","State","Metro","County","City","SizeRank","Zhvi","MoM","QoQ","YoY","5Year","10Year","ZhviRecordCnt","PeakMonth","PeakQuarter","PeakZHVI","PctFallFromPeak","LastTimeAtCurrZHVI","BottomMonth","BottomQuarter","BottomZHVI","PctFallFromPeakToBottom"
2014-02-28,"Eisenhower","NM","Albuquerque","Bernalillo","Albuquerque",4445,216200,0.00371402042711235,-0.00597701149425287,-0.087378640776699,-0.00174842332446068,0.0349785604199995,528,"2013-02","2013-Q1",236900,-0.087378640776699,"2012-07","2014-01","2014-Q1",215400,-0.0907555930772478
2014-02-28,"Hyde Park","MO","St. Louis","Saint Louis City","Saint Louis",4446,60400,0,-0.059190031152648,-0.0606531881804044,-0.0187633256993928,0.0203073118791905,651,"2010-06","2010-Q2",78900,-0.23447401774398,"2008-09","2012-10","2012-Q4",56600,-0.282636248415716
2014-02-28,"Oakwood Gardens","FL","Tampa","Pinellas","Saint Petersburg",4447,78000,0.0103626943005181,0.0583446404341927,0.185410334346505,-0.0482873916893803,-0.0175408716613642,672,"2006-11","2006-Q4",149000,-0.476510067114094,"2002-11","2012-04","2012-Q2",60500,-0.593959731543624
2014-02-28,"Fisher","AL","Mobile","Mobile","Mobile",4448,36500,-0.0343915343915344,-0.0616966580976864,-0.0688775510204082,-0.0447962125784616,0.00921771017772688,907,"2007-06","2007-Q2",49800,-0.267068273092369,"2004-11","2012-01","2012-Q1",34900,-0.299196787148594
2014-02-28,"Wood Park","AZ","Phoenix","Maricopa","Tempe",4449,155200,-0.00449005772931366,-0.0133502860775588,0.0666666666666667,-0.00853967355757101,0.013219079408187,432,"2006-03","2006-Q1",229100,-0.322566564818856,"2004-12","2011-09","2011-Q3",101200,-0.558271497162811
2014-02-28,"Eastlake Vistas","CA","San Diego","San Diego","Chula Vista",4450,471700,-0.00127037899640059,0.00511399957383337,0.249867514573397,0.0394124728213925,-0.00394118833121004,1286,"2005-11","2005-Q4",648800,-0.272965474722565,"2003-12","2012-01","2012-Q1",334800,-0.483970406905055
2014-02-28,"Willow Creek","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4451,85000,0.0119047619047619,0.0378510378510378,0.0480887792848335,-0.0176174436113002,-0.0158248915770541,585,"2007-02","2007-Q1",105400,-0.193548387096774,"2001-05","2012-12","2012-Q4",79300,-0.247628083491461
2014-02-28,"Cobbs Hill","NY","Rochester","Monroe","Rochester",4452,184200,0.0104223806911684,0.0233333333333333,0.0574052812858783,0.0146270876935573,0.0205471272050994,587,"2014-02","2014-Q1",184200,0,"2014-02",,,,
2014-02-28,"Encino Park","TX","San Antonio","Bexar","San Antonio",4453,217700,0.010677808727948,0.0177653108929406,-0.0468476357267951,0.00993572637023088,0.0292963833662421,1045,"2013-03","2013-Q1",230000,-0.0534782608695652,"2012-12","2013-12","2013-Q4",213600,-0.071304347826087
2014-02-28,"Amazon","OR","Eugene","Lane","Eugene",4454,261600,-0.00494484594903005,-0.0202247191011236,0.0348101265822785,-0.00813116071743369,0.036890222807884,819,"2006-12","2006-Q4",291900,-0.103802672147996,"2005-12","2011-09","2011-Q3",243000,-0.167523124357657
2014-02-28,"Hunterwood","TX","Houston","Harris","Houston",4455,146000,-0.0658989123480486,-0.149679673849738,-0.0507152145643693,,,515,"2013-10","2013-Q4",172900,-0.155581260844419,"2012-12","2014-02","2014-Q1",146000,-0.155581260844419
2014-02-28,"Harris Park","FL","Tampa","Pinellas","Saint Petersburg",4456,86000,0.0177514792899408,0.0604192355117139,0.151271753681392,-0.0322174186728035,-0.00790130805984313,609,"2006-10","2006-Q4",151200,-0.431216931216931,"2003-06","2012-03","2012-Q1",62200,-0.588624338624339
2014-02-28,"Haynes Manor","TN","Nashville","Davidson","Nashville",4457,107900,0.0131455399061033,0.0506329113924051,0.108941418293936,0.00565540312585666,0.0148624324723376,800,"2008-08","2008-Q3",112200,-0.0383244206773619,"2007-03","2011-10","2011-Q4",89400,-0.203208556149733
2014-02-28,"Meadowthorpe","KY","Lexington","Fayette","Lexington",4458,150000,0.00536193029490617,0.0211027910142954,0.0608203677510608,0.0101697208921379,0.0128653932829546,495,"2014-02","2014-Q1",150000,0,"2014-02",,,,
2014-02-28,"Rancho Sereno","NM","Albuquerque","Bernalillo","Albuquerque",4459,249900,0.00847457627118644,0.00120192307692308,0.0753012048192771,0.00339566391133017,0.0264399627299976,677,"2006-12","2006-Q4",295700,-0.154886709502875,"2006-03","2011-11","2011-Q4",226400,-0.234359147784917
2014-02-28,"South Atlanta","GA","Atlanta","Fulton","Atlanta",4460,60900,-0.0454545454545455,-0.144662921348315,-0.14586255259467,-0.0905749342014735,-0.0475232927985834,527,"2006-02","2006-Q1",138300,-0.559652928416486,"1997-12","2014-02","2014-Q1",60900,-0.559652928416486
2014-02-28,"Columbia Park","MN","Minneapolis-St Paul","Hennepin","Minneapolis",4461,156500,-0.00191326530612245,-0.00949367088607595,0.0574324324324324,0.0112313505504651,-0.0108844938627862,571,"2006-05","2006-Q2",199200,-0.214357429718876,"2002-09","2012-04","2012-Q2",132100,-0.336847389558233
2014-02-28,"Cleveland Heights","FL","Lakeland","Polk","Lakeland",4462,85600,-0.00233100233100233,-0.00580720092915215,0.0780856423173804,-0.0584831840247458,-0.00857649271016381,623,"2006-11","2006-Q4",157100,-0.455124124761299,"2003-01","2011-10","2011-Q4",67600,-0.569700827498409
2014-02-28,"Tanglewood","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4463,422100,-0.00165562913907285,0.00118595825426945,0.045578399801833,0.0266980226878224,0.0349082583603673,687,"2014-01","2014-Q1",422800,-0.00165562913907285,"2013-12","2014-02","2014-Q1",422100,-0.00165562913907285
2014-02-28,"Lago Estancia","AZ","Phoenix","Maricopa","Gilbert",4464,224700,-0.00838481906443071,-0.0255854293148309,0.103634577603143,0.0119905169413881,0.0243223581791092,712,"2006-03","2006-Q1",323200,-0.304764851485149,"2005-02","2011-09","2011-Q3",148900,-0.539294554455445
2014-02-28,"Appleridge","MS","Jackson","Hinds","Jackson",4465,48200,-0.0163265306122449,-0.0530451866404715,-0.0658914728682171,,,431,"2009-05","2009-Q2",67200,-0.282738095238095,"2006-04","2014-02","2014-Q1",48200,-0.282738095238095
2014-02-28,"Northwest Community Action","MD","Baltimore","Baltimore City","Baltimore",4466,50900,0.00992063492063492,0.0582120582120582,0.0200400801603206,-0.0414529667209875,0.00138574894985832,738,"2008-05","2008-Q2",72200,-0.295013850415512,"2005-09","2013-09","2013-Q3",46300,-0.358725761772853
2014-02-28,"McLean Gardens","DC","Washington","District of Columbia","Washington",4467,374800,0.0059044551798175,0.0173724212812161,0.0422691879866518,0.0136702206646457,0.0168259949943417,1162,"2006-05","2006-Q2",408000,-0.0813725490196078,"2004-10","2009-10","2009-Q4",343900,-0.157107843137255
2014-02-28,"Kenwood","MN","Minneapolis-St Paul","Hennepin","Minneapolis",4468,768900,-0.0101699279093718,-0.0203847623901134,0.0304207987134816,-0.00199091454709566,0.00458758353076472,503,"2006-05","2006-Q2",864700,-0.110789869318839,"2004-08","2012-01","2012-Q1",679100,-0.214640915924598
2014-02-28,"Berkeley Place","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4469,362100,0.00249169435215947,0.0103236607142857,0.0870609426598619,0.0180611595261253,0.0274867066971587,517,"2014-02","2014-Q1",362100,0,"2014-02",,,,
2014-02-28,"Fairlane","OH","Dayton","Montgomery","Dayton",4470,70700,0.0114449213161659,-0.00702247191011236,-0.0912596401028278,-0.0535581265124633,-0.0301271144110361,413,"2007-06","2007-Q2",110400,-0.359601449275362,,"2014-01","2014-Q1",69900,-0.366847826086957
2014-02-28,"Tollgate Crossing","CO","Denver","Arapahoe","Aurora",4471,287800,0,0.0038367631670736,0.0835843373493976,0.0175674345026389,-0.00595062290736714,993,"2004-06","2004-Q2",305500,-0.0579378068739771,"2002-03","2011-06","2011-Q2",239600,-0.215711947626841
2014-02-28,"Twyckenham Hills","IN","South Bend","Saint Joseph","South Bend",4472,111300,0.0118181818181818,0.00815217391304348,-0.000897666068222621,-0.00617331144761901,-0.0132643816020585,603,"2007-01","2007-Q1",135200,-0.176775147928994,"2001-01","2012-06","2012-Q2",107100,-0.207840236686391
2014-02-28,"Bermuda Riviera","FL","Miami-Fort Lauderdale","Broward","Fort Lauderdale",4473,572500,0.0214094558429973,0.0378897751994199,0.111003299049098,0.0469687791273221,0.0151038599379401,434,"2006-03","2006-Q1",754000,-0.240716180371353,"2004-11","2011-08","2011-Q3",404500,-0.463527851458886
2014-02-28,"Kiwanis Park","AZ","Phoenix","Maricopa","Tempe",4474,176300,-0.000566893424036281,-0.00282805429864253,0.179264214046823,-0.01308352598262,0.0195970484473189,890,"2006-07","2006-Q3",246800,-0.285656401944895,"2005-03","2011-06","2011-Q2",124000,-0.497568881685575
2014-02-28,"River Bend","WI","Milwaukee","Milwaukee","Milwaukee",4475,128600,-0.00387296669248644,-0.00848111025443331,-0.0410141685309471,-0.0399765199491886,-0.0134847068102646,452,"2006-04","2006-Q2",177600,-0.275900900900901,"2002-06","2011-06","2011-Q2",124000,-0.301801801801802
2014-02-28,"Royal Harbor","FL","Naples","Collier","Naples",4476,796600,0.0262818861118268,0.0675422138836773,0.181548501928211,0.00678940304423081,0.0242948547108475,1016,"2006-02","2006-Q1",1189200,-0.330137907837201,"2005-01","2011-10","2011-Q4",594700,-0.499915909855365
2014-02-28,"Town & Country Manor","WI","Milwaukee","Milwaukee","Milwaukee",4477,95300,0.00633579725448786,0.0325027085590466,0.17220172201722,-0.027751560827435,-0.0068685940846307,579,"2007-04","2007-Q2",128600,-0.258942457231726,"2003-06","2012-06","2012-Q2",79700,-0.380248833592535
2014-02-28,"Bear Canyon","AZ","Tucson","Pima","Tucson",4478,282600,-0.00702740688685875,-0.00946372239747634,0.0811017597551645,-0.0399501508552317,0.00614765211839874,693,"2006-07","2006-Q3",418600,-0.324892498805542,"2004-08","2012-06","2012-Q2",255200,-0.390348781653129
2014-02-28,"Worthington Park","OH","Columbus","Franklin","Columbus",4479,174900,0.00114481969089868,0.0005720823798627,0.0355239786856128,0.000802385260189498,0.00231625757979304,406,"2006-12","2006-Q4",183200,-0.0453056768558952,"2004-06","2012-06","2012-Q2",163200,-0.109170305676856
2014-02-28,"Livingston Park North","OH","Columbus","Franklin","Columbus",4480,58500,0.0121107266435986,0.0372340425531915,0.0372340425531915,-0.0330367821898577,-0.0221674757144977,543,"2006-11","2006-Q4",81900,-0.285714285714286,"1997-07","2013-04","2013-Q2",55900,-0.317460317460317
2014-02-28,"Everest","WA","Seattle","King","Kirkland",4481,386000,0.0025974025974026,0.0117955439056356,0.10728628800918,0.0000518215269404987,0.0313437097817411,598,"2007-09","2007-Q3",441700,-0.126103690287525,"2006-01","2011-12","2011-Q4",292400,-0.338012225492416
2014-02-28,"Pasadena Bear Creek Estates","FL","Tampa","Pinellas","Saint Petersburg",4482,118100,0.0085397096498719,0.0189818809318378,0.304972375690608,-0.00118123853291885,0.00170944288445818,643,"2006-01","2006-Q1",168400,-0.298693586698337,"2004-03","2012-01","2012-Q1",77300,-0.540973871733967
2014-02-28,"Lakeside","CA","San Francisco","San Francisco","San Francisco",4483,993400,0.00120943358193913,-0.00699720111955218,0.0276197372504396,0.0241199167374961,0.0307109577340465,532,"2007-11","2007-Q4",1029000,-0.0345966958211856,"2007-08","2012-05","2012-Q2",815700,-0.207288629737609
2014-02-28,"Civic Center","CO","Denver","Denver","Denver",4484,342700,-0.00029171528588098,-0.0118223760092272,-0.0335589396503102,-0.00919513762484947,0.00485429210149957,518,"2008-12","2008-Q4",360000,-0.0480555555555556,"2006-08","2011-10","2011-Q4",304100,-0.155277777777778
2014-02-28,"Oak Park Southeast","MO","Kansas City","Jackson","Kansas City",4485,33300,-0.0263157894736842,-0.1,-0.154822335025381,,,866,"2010-03","2010-Q1",54800,-0.392335766423358,,"2014-02","2014-Q1",33300,-0.392335766423358
2014-02-28,"Villages of Eastridge","AZ","Phoenix","Maricopa","Mesa",4486,266100,-0.00262368815592204,-0.00224971878515186,0.0725513905683192,0.0139432094022427,0.0247916083276503,927,"2006-05","2006-Q2",362800,-0.266538037486218,"2005-02","2011-01","2011-Q1",185600,-0.488423373759647
2014-02-28,"Windsor Farms","VA","Richmond","Richmond City","Richmond",4487,860600,-0.00646501962595243,-0.0136389684813754,0.0603745687530803,0.00799683027538434,0.0242406936796573,569,"2007-06","2007-Q2",903500,-0.0474820143884892,"2006-04","2011-11","2011-Q4",749500,-0.170448256779192
2014-02-28,"Springfield Lakes","AZ","Phoenix","Maricopa","Chandler",4488,253600,-0.00510003923107101,-0.00860046911649726,0.0444810543657331,0.0180513874245061,0.0282170522361442,1414,"2006-01","2006-Q1",337300,-0.248147050103765,"2005-03","2011-01","2011-Q1",200700,-0.404980729321079
2014-02-28,"Jordan Jr. Hgh School","CA","San Jose","Santa Clara","Palo Alto",4489,2701000,0.00300790968843997,0.0112696094949268,0.189605813697423,0.0980179653906097,0.0801888544628437,488,"2014-02","2014-Q1",2701000,0,"2014-02",,,,
2014-02-28,"Stevenson","OK","Tulsa","Tulsa","Tulsa",4490,148200,-0.00269179004037685,-0.00336247478143914,0.0313152400835073,0.00915294062346872,0.0122585107352313,545,"2013-12","2013-Q4",149100,-0.00603621730382294,"2013-11","2014-02","2014-Q1",148200,-0.00603621730382294
2014-02-28,"Villa Heights","NC","Charlotte","Mecklenburg","Charlotte",4491,140400,0.00501073729420186,0.0353982300884956,0.112519809825674,0.0218786193083873,0.0306636880741176,638,"2014-02","2014-Q1",140400,0,"2014-02",,,,
2014-02-28,"Holiday Park","FL","Tampa","Pinellas","Saint Petersburg",4492,192900,0.00783699059561128,0.0277037826318593,0.182709993868792,-0.00236774327678979,0.000415671381132965,710,"2006-04","2006-Q2",286000,-0.325524475524475,"2004-03","2011-10","2011-Q4",151700,-0.46958041958042
2014-02-28,"Chimborazo","VA","Richmond","Richmond City","Richmond",4493,122400,-0.0200160128102482,-0.0526315789473684,-0.0301109350237718,0.00598845214438248,0.0277397963263188,563,"2008-01","2008-Q1",136600,-0.103953147877013,"2005-09","2012-03","2012-Q1",108200,-0.207906295754026
2014-02-28,"Glenwood Park","IN","Fort Wayne","Allen","Fort Wayne",4494,101000,0.00899100899100899,0.0212335692618807,0.0531803962460897,0.00360297567836754,0.00129632348920872,474,"2006-10","2006-Q4",112600,-0.103019538188277,"2004-06","2012-11","2012-Q4",95600,-0.150976909413854
2014-02-28,"Silverhawke","AZ","Phoenix","Maricopa","Gilbert",4495,258600,-0.00423565652676165,-0.0103329506314581,0.213514781792586,0.0235395773514027,0.0272169691375423,498,"2006-02","2006-Q1",359400,-0.280467445742905,"2005-02","2011-07","2011-Q3",170200,-0.526432943795214
2014-02-28,"Hearthwood","WA","Portland","Clark","Vancouver",4496,183700,0.00437397484964461,0.0177285318559557,0.131854590264941,0.000217888679581835,0.0164791054584204,436,"2007-03","2007-Q1",220200,-0.165758401453224,"2005-06","2012-01","2012-Q1",136100,-0.381925522252498
2014-02-28,"Sylvan Heights","TN","Nashville","Davidson","Nashville",4497,193200,0.0120481927710843,0.0271132376395534,0.0866141732283465,0.0184763810451791,0.0482526800430245,616,"2014-02","2014-Q1",193200,0,"2014-02",,,,
2014-02-28,"Walmsley","VA","Richmond","Richmond City","Richmond",4498,81300,-0.0204819277108434,-0.0401416765053129,0.00743494423791822,-0.0334981217782309,0.00729545645297991,506,"2007-05","2007-Q2",105200,-0.227186311787072,"2004-08","2012-08","2012-Q3",74900,-0.288022813688213
2014-02-28,"Wilmore","NC","Charlotte","Mecklenburg","Charlotte",4499,171500,0.00763807285546416,0.0312687913409501,0.158783783783784,-0.0036905631765356,0.0337985085828438,730,"2008-01","2008-Q1",181400,-0.0545755237045204,"2007-04","2011-02","2011-Q1",131900,-0.272877618522602
2014-02-28,"Woodhaven","MS","Jackson","Hinds","Jackson",4500,114900,-0.0120378331900258,-0.034453781512605,-0.0128865979381443,-0.0216676807461328,0.0118809706049203,535,"2008-07","2008-Q3",132800,-0.134789156626506,"2007-02","2011-11","2011-Q4",111500,-0.16039156626506
2014-02-28,"Bluffview at Camino Real","TX","San Antonio","Bexar","San Antonio",4501,362000,0.0174255199550309,0.030751708428246,0.0447330447330447,0.0209825027244195,0.0361069502193536,647,"2007-11","2007-Q4",363000,-0.00275482093663912,"2007-11","2008-11","2008-Q4",309400,-0.147658402203857
2014-02-28,"Nakoma League","WI","Madison","Dane","Town of Madison",4502,415500,0.000963623223319682,0.0161408657373441,0.0831595411887383,0.013528583117524,0.0125446192182908,719,"2014-02","2014-Q1",415500,0,"2014-02",,,,
2014-02-28,"Hunters Chase II","TX","San Antonio","Bexar","San Antonio",4503,133800,-0.00446428571428571,-0.00962250185048113,-0.00962250185048113,0.00120012346698317,0.0275089044077663,917,"2007-11","2007-Q4",138700,-0.0353280461427541,"2007-05","2008-11","2008-Q4",123000,-0.113193943763518
2014-02-28,"El Dorado South","CA","Los Angeles","Los Angeles","Long Beach",4504,569900,0.00140572834299772,0.0184060042887777,0.160692464358452,0.0381521027165941,0.0209465611106159,571,"2005-10","2005-Q4",649000,-0.121879815100154,"2005-01","2011-10","2011-Q4",431500,-0.335130970724191
2014-02-28,"Matheson Park","NM","Albuquerque","Bernalillo","Albuquerque",4505,159200,-0.000627746390458255,0.00125786163522013,0.0244530244530245,-0.011993296658666,0.0242340256204236,539,"2007-09","2007-Q3",183400,-0.131952017448201,"2006-05","2012-06","2012-Q2",143600,-0.21701199563795
2014-02-28,"Longbranch","FL","Jacksonville","Duval","Jacksonville",4506,40000,-0.0220048899755501,-0.0476190476190476,-0.029126213592233,-0.0845093327962399,-0.0382830929404541,786,"2007-05","2007-Q2",76700,-0.478487614080834,"1998-06","2011-12","2011-Q4",37800,-0.507170795306389
2014-02-28,"Monclair","FL","Jacksonville","Duval","Jacksonville",4507,327800,0.00244648318042813,-0.000914355379457483,0.075812274368231,0.00748679988085232,0.0149118284121681,575,"2006-10","2006-Q4",441400,-0.25736293611237,"2005-01","2012-02","2012-Q1",274200,-0.378794743996375
2014-02-28,"Hitchcock","CA","Santa Barbara","Santa Barbara","Santa Barbara",4508,800200,0.00300827275006267,0.0176777311458731,0.179192455054524,0.0207520020761598,0.000942129183151286,469,"2005-08","2005-Q3",968800,-0.174029727497936,"2004-03","2012-03","2012-Q1",576700,-0.40472749793559
2014-02-28,"Fiesta Gardens","CA","San Francisco","San Mateo","San Mateo",4509,851500,-0.00374400374400374,-0.00257701768771231,0.120099973691134,0.0525275945195005,0.0290129258778065,557,"2013-10","2013-Q4",854800,-0.00386055217594759,"2013-09","2014-02","2014-Q1",851500,-0.00386055217594759
2014-02-28,"Apache Wells","AZ","Phoenix","Maricopa","Mesa",4510,202900,-0.0121713729308666,-0.0282567049808429,0.0867702196036422,0.0130113396640261,0.0288990147243025,744,"2006-04","2006-Q2",266600,-0.238934733683421,"2005-06","2010-10","2010-Q4",156300,-0.413728432108027
2014-02-28,"Landons","NE","Lincoln","Lancaster","Lincoln",4511,132300,0.00761614623000762,0.0208333333333333,0.0652173913043478,0.0156771574129315,0.0125388605707788,530,"2014-02","2014-Q1",132300,0,"2014-02",,,,
2014-02-28,"Misty Meadows","OH","Columbus","Franklin","Columbus",4512,121300,-0.00328677074774034,-0.00817661488143908,0.0349829351535836,-0.015568746424949,-0.00924043330501567,791,"2006-05","2006-Q2",142900,-0.151154653603919,"2002-09","2012-04","2012-Q2",112200,-0.214835549335199
2014-02-28,"Georgetown Community","MS","Jackson","Hinds","Jackson",4513,42900,-0.0227790432801822,-0.0633187772925764,-0.115463917525773,,,645,"2009-06","2009-Q2",66100,-0.350983358547655,"2009-01","2014-02","2014-Q1",42900,-0.350983358547655
2014-02-28,"Dover Estates","FL","Orlando","Orange","Orlando",4514,164700,0.0135384615384615,0.0457142857142857,0.0958083832335329,-0.013071814826829,-0.00114635169123389,584,"2006-05","2006-Q2",277400,-0.406272530641673,"2004-01","2012-04","2012-Q2",144800,-0.478010093727469
2014-02-28,"N Campus","NM","Albuquerque","Bernalillo","Albuquerque",4515,232800,-0.00809544098849595,-0.0135593220338983,0.173978819969743,0.00559084466885307,0.0531510170321001,665,"2013-12","2013-Q4",236300,-0.0148116800677105,"2013-09","2014-02","2014-Q1",232800,-0.0148116800677105
2014-02-28,"Hillen","MD","Baltimore","Baltimore City","Baltimore",4516,121000,-0.011437908496732,-0.0312249799839872,0.0586176727909011,-0.0243896826819467,0.0370481890727572,870,"2007-06","2007-Q2",155100,-0.219858156028369,"2005-12","2011-10","2011-Q4",95600,-0.383623468729852
2014-02-28,"John Robert","NM","Albuquerque","Bernalillo","Albuquerque",4517,243900,0.00453047775947282,-0.00853658536585366,-0.0909429742825196,-0.0250602697186845,0.021792777775876,519,"2007-02","2007-Q1",310400,-0.214239690721649,"2005-07","2012-02","2012-Q1",240000,-0.22680412371134
2014-02-28,"Tanoan East","NM","Albuquerque","Bernalillo","Albuquerque",4518,461600,0.000650336006936917,0.0174123870398942,0.0133918770581778,-0.0261523132447694,0.0277991239904818,650,"2009-06","2009-Q2",532700,-0.13347099680871,"2006-04","2012-01","2012-Q1",443700,-0.167073399662099
2014-02-28,"Riverlakes","CA","Bakersfield","Kern","Bakersfield",4519,245300,0.0107128141738772,0.0272194304857621,0.189621726479146,0.0344356751027892,0.0125206974036323,690,"2006-03","2006-Q1",366300,-0.33033033033033,"2004-07","2011-09","2011-Q3",163900,-0.552552552552553
2014-02-28,"Optimist Park NE","AZ","Phoenix","Maricopa","Tempe",4520,207100,-0.0123986647591798,-0.0290670417252696,0.143567090005522,0.00509880349750125,0.0253085363071823,589,"2005-12","2005-Q4",279800,-0.259828448892066,"2005-04","2011-10","2011-Q4",140700,-0.497140814867763
2014-02-28,"Misty Oaks","TX","San Antonio","Bexar","San Antonio",4521,119900,0.00841042893187553,0.0178268251273345,-0.00332502078137988,-0.00165976018950797,0.0211055442866188,713,"2007-12","2007-Q4",136600,-0.122254758418741,"2006-06","2012-05","2012-Q2",112000,-0.1800878477306
2014-02-28,"Wind Drift","AZ","Phoenix","Maricopa","Gilbert",4522,228100,-0.00479930191972077,-0.00653310104529617,0.163775510204082,0.0192091329527146,0.0276199966233772,640,"2006-03","2006-Q1",320900,-0.289186662511686,"2005-03","2011-08","2011-Q3",150800,-0.53007167341851
2014-02-28,"Castner Heights","TX","El Paso","El Paso","El Paso",4523,117200,0.00085397096498719,0.00342465753424658,-0.0257689110556941,-0.00750710443777503,0.0158962411432377,951,"2007-07","2007-Q3",140300,-0.164647184604419,"2005-09","2013-08","2013-Q3",115600,-0.176051318602994
2014-02-28,"Byrd Park","VA","Richmond","Richmond City","Richmond",4524,216500,0.00417439703153989,0.0154784240150094,0.0781872509960159,0.0285225574289152,0.0397582932434746,578,"2014-02","2014-Q1",216500,0,"2014-02",,,,
2014-02-28,"Knolls-Thomas","OH","Columbus","Franklin","Columbus",4525,232000,0,0.00738167607468519,0.113778204512722,0.0154307570053409,0.0117607539803311,647,"2014-02","2014-Q1",232000,0,"2014-02",,,,
2014-02-28,"Riverside","AL","Mobile","Mobile","Mobile",4526,66300,-0.0104477611940299,-0.026431718061674,0.0231481481481482,-0.0617820491443903,-0.00527362058522207,668,"2007-04","2007-Q2",100400,-0.339641434262948,"2002-07","2012-12","2012-Q4",64300,-0.359561752988048
2014-02-28,"Scottsdale Community","IN","South Bend","Saint Joseph","South Bend",4527,85300,0.0130641330166271,0.0106635071090047,0.02647412755716,-0.0181899256997083,-0.0113351046305087,565,"2004-11","2004-Q4",100800,-0.153769841269841,"2001-02","2012-11","2012-Q4",79800,-0.208333333333333
2014-02-28,"Maximo","FL","Tampa","Pinellas","Saint Petersburg",4528,204800,0.0138613861386139,0.0204285002491281,0.0750656167979003,0.00425294750467931,0.0119839096081635,630,"2006-06","2006-Q2",284000,-0.27887323943662,"2004-10","2011-09","2011-Q3",137500,-0.515845070422535
2014-02-28,"Alamo Heights","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4529,82800,0.0072992700729927,0.0122249388753056,0.167842031029619,0.0151584251926007,0.024027726090365,637,"2014-02","2014-Q1",82800,0,"2014-02",,,,
2014-02-28,"Woodminster","CA","San Francisco","Alameda","Oakland",4530,813400,0.000122955858846674,-0.0011052437676532,0.126592797783934,0.0311920098116105,0.0195533934130339,414,"2007-03","2007-Q1",861200,-0.0555039479795634,"2005-06","2011-06","2011-Q2",634800,-0.262888992104041
2014-02-28,"Argyle Park","OH","Columbus","Franklin","Columbus",4531,41600,0.00726392251815981,0.0348258706467662,0.0585241730279898,-0.0649516478433594,-0.0429087151915357,627,"2006-01","2006-Q1",68400,-0.391812865497076,,"2013-09","2013-Q3",38900,-0.431286549707602
2014-02-28,"Lexington Cemetery","KY","Lexington","Fayette","Lexington",4532,65200,-0.0165912518853695,-0.0564399421128799,-0.0537010159651669,0.0290579439053247,0.0158725843625529,561,"2013-09","2013-Q3",72900,-0.10562414266118,"2012-10","2014-02","2014-Q1",65200,-0.10562414266118
2014-02-28,"Bellmont","AL","Mobile","Mobile","Theodore",4533,81600,-0.00244498777506112,-0.00850546780072904,-0.00122399020807834,-0.0545179663594838,0.00388057372189654,592,"2007-11","2007-Q4",114400,-0.286713286713287,"2004-09","2012-10","2012-Q4",80600,-0.295454545454545
2014-02-28,"Buena Vista Heights","TN","Nashville","Davidson","Nashville",4534,71800,0.00701262272089762,0.0271816881258941,0.136075949367089,-0.0149082164757928,0.0084585464500464,533,"2008-04","2008-Q2",78700,-0.0876747141041931,"2006-02","2013-01","2013-Q1",63100,-0.198221092757306
2014-02-28,"Hulen Heights","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4535,165600,0.00363636363636364,0.0147058823529412,0.050761421319797,-0.00287361074423231,-0.00137838137178203,518,"2006-02","2006-Q1",183900,-0.099510603588907,"2004-01","2012-08","2012-Q3",150100,-0.183795541054921
2014-02-28,"Westhaven","MS","Jackson","Hinds","Jackson",4536,52200,0.00191938579654511,-0.00760456273764258,-0.0297397769516729,,,698,"2009-11","2009-Q4",73200,-0.286885245901639,"2009-02","2011-04","2011-Q2",45200,-0.382513661202186
2014-02-28,"Greenfield Manor","FL","Jacksonville","Duval","Jacksonville",4537,117500,0.0155574762316335,0.0453736654804271,0.275787187839305,-0.0320718125898678,-0.00375121765305841,585,"2007-06","2007-Q2",174000,-0.324712643678161,"2003-12","2012-08","2012-Q3",86100,-0.505172413793103
2014-02-28,"Sonoma Ranch","AZ","Phoenix","Maricopa","Gilbert",4538,239900,-0.00785773366418528,-0.0244001626677511,0.0480559196155526,0.00706693861530394,0.0222566664709225,522,"2006-04","2006-Q2",359000,-0.331754874651811,"2005-01","2011-10","2011-Q4",169300,-0.52841225626741
2014-02-28,"Eagle Ranch","CA","Bakersfield","Kern","Bakersfield",4539,359800,0.00840807174887892,0.0353956834532374,0.204149933065596,0.017256601896892,0.0138055491264018,518,"2005-12","2005-Q4",535500,-0.328104575163399,"2004-09","2011-10","2011-Q4",271700,-0.492623716153128
2014-02-28,"Devil's Thumb","CO","Boulder","Boulder","Boulder",4540,698100,0.00301724137931034,0.0234569711186043,0.0923173212329839,0.0413053147523701,0.0382978646036156,701,"2014-02","2014-Q1",698100,0,"2014-02",,,,
2014-02-28,"West Morningside","TX","Dallas-Fort Worth","Tarrant","Fort Worth",4541,52900,0.0173076923076923,0.0558882235528942,0.170353982300885,-0.00299743123597573,0.00625934893662006,433,"2007-02","2007-Q1",59500,-0.110924369747899,"2005-09","2012-04","2012-Q2",42400,-0.287394957983193
