id,data
400100,0.047667688
400200,0.015704154
400300,0.105241521
400400,0.120982987
400500,0.265282912
400600,0.391470401
400700,0.491678554
400800,0.407067334
400900,0.43657689
401000,0.501585065
401100,0.234600577
401200,0.174254967
401300,0.355725624
401400,0.48446917
401500,0.529277567
401600,0.464632455
401700,0.331458568
401800,0.573693482
402200,0.3639413
402400,0.577626542
402500,0.667600897
402600,0.295395308
402700,0.561504143
402800,0.411958146
402900,0.20153417
403000,0.044117647
403100,0.303395889
403300,0.11223483
403400,0.196816208
403501,0.279378144
403502,0.266197891
403600,0.379071843
403701,0.21028218
403702,0.180974478
403800,0.096503901
403900,0.159877232
404000,0.142249024
404101,0.061795835
404102,0.079719667
404200,0.049095607
404300,0.043816035
404400,0.047610087
404501,0.04293381
404502,0.062759336
404600,0.059958649
404700,0.079836233
404800,0.197466468
404900,0.111891499
405000,0.09630102
405100,0.118417918
405200,0.152055688
405301,0.232424126
405302,0.192885375
405401,0.192822846
405402,0.230571612
405500,0.202305792
405600,0.226330889
405700,0.322849214
405800,0.19369483
405901,0.135805627
405902,0.141680395
406000,0.121449275
406100,0.104998859
406201,0.154872015
406202,0.118906316
406300,0.182105519
406400,0.274592075
406500,0.196795953
406601,0.26718886
406602,0.260328921
406700,0.135697306
406800,0.151400233
406900,0.217800484
407000,0.252846219
407101,0.151142355
407102,0.209147322
407200,0.067002668
407300,0.126635874
407400,0.198786039
407500,0.372933096
407600,0.353243737
407700,0.509613045
407800,0.325360825
407900,0.226903178
408000,0.12766754
408100,0.304957436
408200,0.528860385
408300,0.449964003
408400,0.512187782
408500,0.455551086
408600,0.450837582
408700,0.435965034
408800,0.413737155
408900,0.319273579
409000,0.433277027
409100,0.409756098
409200,0.40069797
409300,0.314400459
409400,0.233627497
409500,0.243754004
409600,0.331621568
409700,0.490843271
409800,0.652580533
409900,0.530834341
410000,0.488057041
410100,0.6159601
410200,0.536250816
410300,0.280825792
410400,0.406118143
410500,0.620155039
420100,0.022505308
420200,0.031055901
420300,0.038284839
420400,0.037772087
420500,0.041594454
420600,0.027109351
421100,0.018072289
421200,0.02020769
421300,0.017429761
421400,0.017576899
421500,0.016208791
421600,0.016020236
421700,0.028142589
421800,0.02690583
421900,0.080396476
422000,0.279612756
422100,0.157914339
422200,0.125318066
422300,0.055211101
422400,0.044327931
422500,0.021468441
422600,0.008230453
422700,0.023336745
422800,0.039435946
422900,0.086254613
423000,0.074840764
423100,0.17457114
423200,0.22190408
423300,0.338086098
423400,0.251013874
423500,0.190827453
423601,0.031794095
423602,0.024562644
423700,0.02091935
423800,0.015726496
423901,0.207920792
423902,0.033505155
424001,0.312970936
424002,0.417127072
425101,0.060150376
425102,0.147844674
425103,0.174660272
425104,0.247244094
426100,0.012326917
426200,0.013277134
427100,0.020570488
427200,0.053323594
427300,0.079452614
427600,0.156713257
427700,0.066789971
427800,0.043965517
