id,data
400100,0.0500400320256205
400200,0.03717277486910995
400300,0.15744157441574416
400400,0.1833834380978409
400500,0.44281524926686217
400600,0.6074985354422964
400700,0.6973713772186025
400800,0.5908551068883611
400900,0.6392508143322475
401000,0.7314766158696795
401100,0.3481407536810581
401200,0.2421875
401300,0.5224199288256228
401400,0.6646379853095488
401500,0.7115623704931621
401600,0.6052767718572167
401700,0.5212992545260916
401800,0.7629288274449565
402200,0.6171366594360087
402400,0.7642967542503863
402500,0.7695334457560428
402600,0.4493346980552713
402700,0.6166495375128469
402800,0.587434554973822
402900,0.3245546088303641
403000,0.042062911485003664
403100,0.28536733454766244
403300,0.08961038961038961
403400,0.30511225317825263
403600,0.4609090909090909
403800,0.17520996235157835
403900,0.2633104902477596
404000,0.2
404200,0.04187657430730479
404300,0.06765943671090968
404400,0.049797829325388385
404501,0.052698412698412696
404502,0.07209175314036045
404600,0.06145251396648045
404700,0.11468604047742605
404800,0.2523294819232203
404900,0.12534435261707988
405000,0.14294631710362046
405100,0.1802451333813987
405200,0.2179923862953316
405500,0.25223052809259705
405600,0.2932512051419389
405700,0.4013840830449827
405800,0.30270043960644755
406000,0.12339261285909713
406100,0.1267147175075564
406201,0.16097897276801104
406202,0.1386703383162864
406300,0.3115646258503401
406400,0.38927943760984185
406500,0.267071805533344
406700,0.15103369065849925
406800,0.18471337579617836
406900,0.2787550744248985
407000,0.27465423932651833
407200,0.08566557749680352
407300,0.22416534181240064
407400,0.3153716622564349
407500,0.3853691886964449
407600,0.4662475677293818
407700,0.6601435094585779
407800,0.4785976355483082
407900,0.289454806312769
408000,0.13019966722129786
408100,0.3507644197359277
408200,0.6567912488605288
408300,0.5867889143571577
408400,0.6599682707562137
408500,0.5722630488034671
408600,0.6150611620795107
408700,0.5690298507462687
408800,0.4630846540394279
408900,0.4699011680143755
409000,0.6408175533513676
409100,0.6883957466481738
409200,0.5740919318547091
409300,0.4288055353241078
409400,0.432996632996633
409500,0.4008438818565401
409600,0.5346704871060172
409700,0.6299923195084486
409800,0.7821538461538462
409900,0.6284652757930838
410000,0.5042164441321153
410100,0.7068965517241379
410200,0.6473239436619719
410300,0.5198497854077253
410400,0.5472370766488414
420100,0.036340316374519024
420200,0.04715568862275449
420300,0.051755585955312364
420400,0.08134805345729228
420500,0.06737918215613382
420600,0.03528670447385003
421100,0.02980625931445604
421200,0.02658262537681557
421300,0.030564263322884005
421400,0.030116779348494164
421500,0.022843321687718358
421600,0.019971870604782
421700,0.034460338101430434
421800,0.044455300439667805
421900,0.143671917436176
422000,0.2828207051762941
422100,0.27110266159695817
422200,0.17367290579932496
422300,0.05991352686843731
422400,0.0562429696287964
422500,0.031074203053844094
422600,0.024709302325581398
422700,0.03907074973600845
422800,0.05296803652968037
422900,0.05587748344370861
423000,0.12163689803300927
423100,0.24034446764091855
423200,0.3487580809799252
423300,0.5562283737024222
423400,0.3982376961100365
423500,0.21570610043815305
423601,0.06592592592592593
423602,0.033881513770556766
423700,0.038461538461538464
423800,0.026282051282051282
423901,0.28166838311019565
423902,0.07662588538312942
424001,0.4699354838709677
424002,0.6146146146146146
426100,0.018609206660137118
426200,0.015126398673849982
427100,0.027166142407778097
427200,0.057569296375266525
427300,0.09054621848739497
427600,0.3274266587911006
427700,0.05808966861598441
427800,0.047295864262990456
427900,0.05775010734220696
428000,0.07824887969665632
428100,0.032071269487750555
428200,0.034735812133072405
428301,0.03793821034096366
428302,0.030734129647027243
428400,0.06783807829181494
428500,0.05154639175257732
428600,0.07794508414526129
430200,0.027271442701709763
430300,0.017539051795012334
430400,0.017249640632486823
430500,0.20917858330562025
430600,0.04184247538677918
430700,0.017232094776521267
430800,0.015670342426001158
430900,0.052710520677094495
431000,0.05415860735009671
431100,0.08033152693656359
431200,0.09285237140948564
432100,0.1535902411976712
432200,0.16755521706016754
432300,0.11029859841560023
432400,0.07761966364812417
432600,0.17544133729104827
432700,0.08056478405315615
432800,0.09349371241115363
433000,0.06348264609908039
433102,0.07276676622318763
433200,0.1229807985370314
433300,0.03240391861341371
433400,0.07116727635517127
433500,0.02737047898338221
433600,0.08456193865446535
433700,0.1045981045981046
433800,0.15535211267605634
433900,0.3347087763847009
434000,0.1895580589254766
435102,0.16398330351818724
435200,0.3163411148165793
435300,0.2203101763331209
435400,0.18625429553264605
435500,0.1128857606930157
435700,0.06553456110978235
435800,0.03158522050059595
435900,0.02428897654141582
436000,0.01857949200376293
436100,0.04473630207264519
436200,0.15795795795795795
436300,0.0984634681718407
436401,0.13533939818054586
436402,0.0949367088607595
436500,0.15322076297686055
436601,0.1349626400996264
436602,0.1655156537753223
436700,0.057544329207092675
436800,0.14775725593667546
436900,0.0974082702387886
437000,0.10816326530612247
437200,0.100016028209649
437300,0.1051987767584098
437400,0.06523681858802502
437500,0.09872742200328408
437600,0.10678391959798997
437800,0.09664885866925693
437900,0.07644991212653779
438000,0.06454816285998012
438100,0.08172738781825854
438201,0.06645782054150817
438300,0.09417398244213887
438400,0.059006211180124224
440100,0.11957950065703025
440200,0.02552789158525055
440301,0.06984716469075848
440304,0.0760653126244524
440305,0.08076834066188382
440306,0.13063170441001193
440307,0.06531271636279712
440308,0.06698883519413433
440331,0.06903765690376569
440332,0.03676913803496082
441100,0.02663786897048236
441200,0.02592362620304253
441301,0.05659683939728041
441302,0.035040910707933116
441401,0.05439212930428672
441402,0.03727064220183486
441501,0.058790062582969836
441503,0.02995455810071409
441521,0.04
441522,0.04923939151321057
441601,0.03144513826940232
441602,0.05442964678633468
