id,data
441700,0.05113198829508701
441800,0.04892367906066536
441921,0.044265593561368215
441923,0.05584143319992377
442000,0.012511170688114387
442100,0.007875566056310297
442200,0.020981178648565257
442400,0.025533344532168656
442500,0.03131088227108266
442700,0.01737921445950643
442800,0.029034436191762318
442900,0.026437263953000417
443001,0.030800133913625714
443002,0.026363486571099028
443102,0.0106951871657754
443103,0.00932642487046632
443200,0.01522413307020017
443301,0.025190839694656488
444100,0.03694811257836468
444200,0.03876923076923077
444400,0.04178702098979396
444500,0.04461901021209741
450200,0.044858231062209056
450300,0.03331871985971065
450400,0.02126923742002421
450601,0.016164817749603804
450602,0.016603295310519645
450603,0.017374517374517374
450604,0.0093419140543907
450605,0.008702746804460156
450606,0.010472917689412534
450607,0.01966041108132261
450701,0.011499760421657882
450741,0.015230635335073975
450742,0.013101423085611023
451101,0.022978538911771082
451102,0.016553480475382003
451201,0.018651582326861336
451202,0.021258259120942258
451300,0.01794453507340946
451401,0.02553115515086592
451501,0.01951375559820857
451503,0.01570406560809632
451601,0.016602102933038185
451602,0.01060963287302122
451701,0.0159349593495935
